FALSE	TRUE	FALSE	TRUE	NoA6	SAFE	SAFE	428120	ok	G1F_G2T_G3F_G6T_NoA6
FALSE	TRUE	TRUE	FALSE	NoA1	WITNESS	WITNESS	11633	ok	G1F_G2T_G3T_G6F_NoA1
FALSE	TRUE	TRUE	FALSE	NoA2	SAFE	SAFE	1573274	ok	G1F_G2T_G3T_G6F_NoA2
FALSE	TRUE	TRUE	FALSE	NoA3	SAFE	SAFE	1573274	ok	G1F_G2T_G3T_G6F_NoA3
FALSE	TRUE	TRUE	FALSE	NoA6	WITNESS	WITNESS	255	ok	G1F_G2T_G3T_G6F_NoA6
FALSE	TRUE	TRUE	TRUE	NoA1	WITNESS	WITNESS	10813	ok	G1F_G2T_G3T_G6T_NoA1
FALSE	TRUE	TRUE	TRUE	NoA2	SAFE	SAFE	830978	ok	G1F_G2T_G3T_G6T_NoA2
FALSE	TRUE	TRUE	TRUE	NoA3	SAFE	SAFE	830978	ok	G1F_G2T_G3T_G6T_NoA3
FALSE	TRUE	TRUE	TRUE	NoA6	SAFE	SAFE	830978	ok	G1F_G2T_G3T_G6T_NoA6
TRUE	FALSE	FALSE	FALSE	NoA1	SAFE	SAFE	897618	ok	G1T_G2F_G3F_G6F_NoA1
TRUE	FALSE	FALSE	FALSE	NoA2	WITNESS	WITNESS	2936	ok	G1T_G2F_G3F_G6F_NoA2
TRUE	FALSE	FALSE	FALSE	NoA3	WITNESS	WITNESS	8097	ok	G1T_G2F_G3F_G6F_NoA3
TRUE	FALSE	FALSE	FALSE	NoA6	WITNESS	WITNESS	194	ok	G1T_G2F_G3F_G6F_NoA6
TRUE	FALSE	FALSE	TRUE	NoA1	SAFE	SAFE	475690	ok	G1T_G2F_G3F_G6T_NoA1
TRUE	FALSE	FALSE	TRUE	NoA2	WITNESS	WITNESS	3328	ok	G1T_G2F_G3F_G6T_NoA2
TRUE	FALSE	FALSE	TRUE	NoA3	WITNESS	WITNESS	11268	ok	G1T_G2F_G3F_G6T_NoA3
TRUE	FALSE	FALSE	TRUE	NoA6	SAFE	SAFE	475690	ok	G1T_G2F_G3F_G6T_NoA6
TRUE	FALSE	TRUE	FALSE	NoA1	SAFE	SAFE	1674575	ok	G1T_G2F_G3T_G6F_NoA1
TRUE	FALSE	TRUE	FALSE	NoA2	WITNESS	WITNESS	3836	ok	G1T_G2F_G3T_G6F_NoA2
TRUE	FALSE	TRUE	FALSE	NoA3	SAFE	SAFE	1674575	ok	G1T_G2F_G3T_G6F_NoA3
TRUE	FALSE	TRUE	FALSE	NoA6	WITNESS	WITNESS	368	ok	G1T_G2F_G3T_G6F_NoA6
TRUE	FALSE	TRUE	TRUE	NoA1	SAFE	SAFE	909695	ok	G1T_G2F_G3T_G6T_NoA1
TRUE	FALSE	TRUE	TRUE	NoA2	WITNESS	WITNESS	2969	ok	G1T_G2F_G3T_G6T_NoA2
TRUE	FALSE	TRUE	TRUE	NoA3	SAFE	SAFE	909695	ok	G1T_G2F_G3T_G6T_NoA3
TRUE	FALSE	TRUE	TRUE	NoA6	SAFE	SAFE	909695	ok	G1T_G2F_G3T_G6T_NoA6
TRUE	TRUE	FALSE	FALSE	NoA1	SAFE	SAFE	719176	ok	G1T_G2T_G3F_G6F_NoA1
TRUE	TRUE	FALSE	FALSE	NoA2	SAFE	SAFE	719176	ok	G1T_G2T_G3F_G6F_NoA2
TRUE	TRUE	FALSE	FALSE	NoA3	WITNESS	WITNESS	7876	ok	G1T_G2T_G3F_G6F_NoA3
TRUE	TRUE	FALSE	FALSE	NoA6	WITNESS	WITNESS	178	ok	G1T_G2T_G3F_G6F_NoA6
TRUE	TRUE	FALSE	TRUE	NoA1	SAFE	SAFE	380920	ok	G1T_G2T_G3F_G6T_NoA1
TRUE	TRUE	FALSE	TRUE	NoA2	SAFE	SAFE	380920	ok	G1T_G2T_G3F_G6T_NoA2
TRUE	TRUE	FALSE	TRUE	NoA3	WITNESS	WITNESS	6557	ok	G1T_G2T_G3F_G6T_NoA3
TRUE	TRUE	FALSE	TRUE	NoA6	SAFE	SAFE	380920	ok	G1T_G2T_G3F_G6T_NoA6
TRUE	TRUE	TRUE	FALSE	NoA1	SAFE	SAFE	1335386	ok	G1T_G2T_G3T_G6F_NoA1
TRUE	TRUE	TRUE	FALSE	NoA2	SAFE	SAFE	1335386	ok	G1T_G2T_G3T_G6F_NoA2
TRUE	TRUE	TRUE	FALSE	NoA3	SAFE	SAFE	1335386	ok	G1T_G2T_G3T_G6F_NoA3
TRUE	TRUE	TRUE	FALSE	NoA6	WITNESS	WITNESS	267	ok	G1T_G2T_G3T_G6F_NoA6
TRUE	TRUE	TRUE	TRUE	NoA1	SAFE	SAFE	724778	ok	G1T_G2T_G3T_G6T_NoA1
TRUE	TRUE	TRUE	TRUE	NoA2	SAFE	SAFE	724778	ok	G1T_G2T_G3T_G6T_NoA2
TRUE	TRUE	TRUE	TRUE	NoA3	SAFE	SAFE	724778	ok	G1T_G2T_G3T_G6T_NoA3
TRUE	TRUE	TRUE	TRUE	NoA6	SAFE	SAFE	724778	ok	G1T_G2T_G3T_G6T_NoA6
